# solver=pic plane=y turns=8192 n_macro=100000 records=8192
# q_bare=0.32 xi=0.005000000000000001
# q_sigma=0.319996520227176 q_pi=0.326028674649388 lambda=1.2064308844423997
tune	amp_sigma	amp_pi
0.0443115234375	4.1535944951923257e-7	2.9426682554452336e-7
0.04443359375	2.327403560167843e-7	4.1844788611893846e-7
0.0445556640625	5.476839993915422e-7	6.580261676309559e-7
0.044677734375	3.357995187020661e-7	8.513848657122411e-7
0.0447998046875	4.128547369979265e-7	8.113508591976036e-7
0.044921875	4.90343316818022e-7	8.342504660709886e-7
0.0450439453125	4.386293496575337e-7	1.596570216425724e-6
0.045166015625	3.7796590118971637e-7	1.1524021596097554e-6
0.0452880859375	3.430125712076775e-7	8.052384411993413e-7
0.04541015625	4.5385414451458866e-7	7.912768294407791e-7
0.0455322265625	3.684916426787789e-7	2.1361599477329783e-6
0.045654296875	1.4424309916159125e-7	1.3395785536016813e-6
0.0457763671875	2.2232648950292248e-7	1.679345193164683e-6
0.0458984375	1.786936101125597e-7	2.866429624229211e-6
0.0460205078125	9.816128437472576e-8	3.0775073973810706e-6
0.046142578125	2.1912400247121558e-7	3.7684328500340136e-6
0.0462646484375	1.637348329356306e-7	1.7199965107175414e-6
0.04638671875	3.3374439210535625e-7	1.2128433481201836e-7
0.0465087890625	2.3500267520402775e-7	2.4242239061854643e-6
0.046630859375	1.6994188508880286e-7	2.0434779929810575e-6
0.0467529296875	8.364972162085136e-8	2.971089299501712e-6
0.046875	8.414093376859962e-8	5.695863695954202e-6
0.0469970703125	9.389439619559467e-8	6.566830219600777e-6
0.047119140625	2.0975951770679078e-8	5.785638829363737e-6
0.0472412109375	4.5844454180254636e-8	4.034652548890843e-6
0.04736328125	1.532340247690131e-7	3.977173726992884e-6
0.0474853515625	1.5589978454140765e-7	3.417596775080454e-6
0.047607421875	3.950951625102411e-8	8.150184013965017e-6
0.0477294921875	4.8358332278996826e-8	9.546173228655189e-6
0.0478515625	3.1171132034774756e-8	4.933472216741307e-6
0.0479736328125	3.6066215218773475e-8	3.1037023849996456e-6
0.048095703125	2.673061830669347e-8	9.05562259926867e-6
0.0482177734375	7.026693862928236e-9	1.0751273792845212e-5
0.04833984375	1.6209852503406553e-8	9.286919988278655e-6
0.0484619140625	1.784543825847619e-8	8.487076567096129e-6
0.048583984375	8.25603404583307e-9	7.385194486290397e-6
0.0487060546875	1.4490797163664017e-8	7.429130530190941e-6
0.048828125	1.594017064770918e-8	1.2496683373066963e-5
0.0489501953125	9.91057739619594e-9	1.5706998616984133e-5
0.049072265625	8.169809218774054e-9	3.3268367298996394e-6
0.0491943359375	2.5826756880980426e-9	7.321573723350565e-6
0.04931640625	7.258335647564335e-9	1.2656565015644769e-5
0.0494384765625	1.7693601614102233e-8	2.1073998592133442e-5
0.049560546875	2.3642061501245253e-8	1.230780129084939e-5
0.0496826171875	1.5920572482519194e-8	4.4178063210605085e-6
0.0498046875	1.614208448434437e-8	1.379077993946281e-5
0.0499267578125	2.8298127167757595e-8	2.4811553482976455e-5
0.050048828125	3.8016951257331246e-8	3.107713283641405e-5
0.0501708984375	2.0318599025858896e-8	3.73793435753983e-5
0.05029296875	9.41412393569508e-9	3.0036779600477075e-5
0.0504150390625	1.482012118349211e-8	1.270957799458414e-5
0.050537109375	1.6015150434799763e-8	2.4358135927025298e-5
0.0506591796875	1.2880800402610177e-8	2.6037546352723254e-5
0.05078125	3.4760053369863455e-9	1.3880109002109599e-5
0.0509033203125	1.5521793780334342e-8	3.843739249722456e-6
0.051025390625	1.566545012315244e-8	8.017876040773887e-6
0.0511474609375	5.406641574560849e-9	5.312063639372664e-6
0.05126953125	8.055753775139183e-9	8.677037888765628e-6
0.0513916015625	1.2584423181294753e-8	1.441220615604134e-5
0.051513671875	2.5368339285281178e-8	1.1663077417742386e-5
